,id,author_id,like_count,quote_count,reply_count,retweet_count,referenced_tweet_id,referenced_tweet_type,text
0,870050054408720384,174199827,0,0,0,1,870049703974535168,retweeted,RT @EneiasHura: 🔴LIVE na Twitch! Let's play #TheWitcher guys... Stream for adults only! ◤(¬‿¬)◥ Join us: #Live on: https://t.co/G0n5Izt6rL…
1,870049703974535168,153651848,1,0,0,1,,,🔴LIVE na Twitch! Let's play #TheWitcher guys... Stream for adults only! ◤(¬‿¬)◥ Join us: #Live on: https://t.co/G0n5Izt6rL - @Retweet_Twitch https://t.co/nuNe5m7PJ6
2,870039299479220224,1697897071,0,0,0,2,869721405709045760,retweeted,RT @SexySeamonster: Philippa! #TheWitcher #thewitcher3 #philippaeilhart #digitalart #painting #magic #witches @thewitchergame #philippa #il…
3,870020691885793287,835451658096295936,1,0,0,0,,,"Atmospheric #Displate artwork, inspired by some of our favourite games. 

#TheWitcher #TheLastOfUs #TLOU https://t.co/t4EDUs7pVU"
4,870011673427488772,2417822797,0,0,0,0,,,"It's a Christmas miracle, it uploaded! Still a lot of rage in the vid
https://t.co/H38SHo5rIF

#youtube #gaming #rage #thewitcher #letsplay"
5,870000838932140032,506558721,0,0,0,0,,,"📖🙈 #TheWitcher #TheLastWish @ Galicia, Spain https://t.co/YLRZ50S0Wy"
6,869965904339234816,2391129524,1,0,1,0,,,"Made my first GMV, now i need a new song...hard to find. Somebody have a suggestion? :) #TheWitcher @HyperRTs #NV5

https://t.co/R92UHNSTvN"
7,869961693492682752,813544034211954688,0,0,0,0,,,This is hilarious haha https://t.co/3uB9xSnZ2E #thewitcher #gwent
8,869950397582102528,776950455788146688,0,1,0,0,,,"Netflix will be producing The Witcher. Our proposal: Brad Pitt should play Geralt. #thewitcher #geralt
Listen: https://t.co/IqpxOa1rgB https://t.co/xAhJnCV5Bt"
9,869904418661158913,2391129524,1,0,0,1,,,With which standard deck can i beat the last Dagon enemy in the Challenges? Please tell me :( @PlayGwent #Gwent #thewitcher
10,869901775368839168,4921102203,1,0,0,0,,,The Witcher Franchise! - https://t.co/bvLHwmxagX -#Game #Oyun #Steam #TheWitcher https://t.co/xFhefNolbc
11,869863098374656001,3673319473,0,0,0,0,,,The beauty of #Thewitcher #PS4share https://t.co/6SC6ZlyfzK
12,869848748674830336,283363031,0,0,0,0,,,Cheers to #witcherwednesday @twitch @TwitchBrisbane #thewitcher https://t.co/SlYAsMT6Br
13,869847513473454081,2875202908,0,0,0,0,,,GWENT: The Witcher Card Game DRM-free on @GOGcom https://t.co/UDmBUCNznu #card #game #TheWitcher
14,869777811678081024,839089657304518656,0,0,0,2,869741792031387648,retweeted,"RT @Lady_mlzlzh: ""The Witcher | ذا وتشر"" @Gamer_Snack @YouTube #TheWitcher #جيمرز 🔥🌹🎮.
https://t.co/rz2WfNEXvK"
15,869772029226045440,3123143844,0,0,0,1,869771923705790464,retweeted,"RT @VaiBeatFoo: We finally made it to Chapter V in #TheWitcher ! Let's get this progress!

https://t.co/JQPoN9aXg7 https://t.co/Ns30jbG5i2"
16,869771923705790464,199471381,1,0,0,1,,,"We finally made it to Chapter V in #TheWitcher ! Let's get this progress!

https://t.co/JQPoN9aXg7 https://t.co/Ns30jbG5i2"
17,869757044693258242,869362156596338688,0,0,0,0,,,"Geralt!!! #thewitcher #witcher #witcher3

37% off!

#funkopop #popfigure #pop #itemsunlocked... https://t.co/lMmo1gQbQG"
18,869741792031387648,4853142466,0,0,0,2,,,"""The Witcher | ذا وتشر"" @Gamer_Snack @YouTube #TheWitcher #جيمرز 🔥🌹🎮.
https://t.co/rz2WfNEXvK"
19,869736278182506500,2895276604,0,0,0,2,869658660934483968,retweeted,RT @ImTonyFielding: @netflix are missing something special if they do not attempt to get @Zach_McGowan for #TheWitcher.
20,869732080703356929,228593071,0,0,1,0,,,I'm a little freaked out at @netflix's description of #TheWitcher. Just a little. Must have faith. https://t.co/ODPb35Et4W
21,869725461345075201,862448588642713601,0,0,0,0,,,"#TheWitcher Franchise sale is now on #Steam! #Witcher #Witcher3 #Witcher2 #Sale #Steamsale #gamedeals #pcgaming #PC

https://t.co/610Cuf3ZQt https://t.co/YmJLbHu2oH"
22,869721405709045760,1697897071,3,0,0,2,,,Philippa! #TheWitcher #thewitcher3 #philippaeilhart #digitalart #painting #magic #witches @thewitchergame #philippa #illustration https://t.co/o3LtIG4xf0
23,869720466625142785,3016329655,0,0,0,345,865065665958363136,retweeted,RT @IGN: ICYMI: #TheWitcher is getting a #Netflix show! https://t.co/BHelOyMh5w
24,869718707756441601,3441442994,1,0,1,0,,,"I have never played any of #TheWitcher games before, but @steam_games has the whole series on sale. I got all 3 games for less than $30. 😃"
25,869718399592656896,868497494,0,0,0,0,865327891378319362,quoted,I need this ting #TheWitcher #Gwent https://t.co/0w3zR9UIj3
26,869717069469802497,734818700679905280,0,0,0,0,,,The saga starts tonight! The Witcher 3: Wild Hunt! 9:30 EST. #TheWitcher https://t.co/4uveWaVyax
27,869714809536876545,741326345062481925,0,0,0,2,869658660934483968,retweeted,RT @ImTonyFielding: @netflix are missing something special if they do not attempt to get @Zach_McGowan for #TheWitcher.
28,869711366579515393,35305040,0,0,0,1,869343354798170112,retweeted,RT @YumeHasu: Hear about upcoming #Netflix series based on the 8 #TheWitcher novels?! This &amp; MUCH MORE info on new series here: https://t.c…
29,869699225574981632,61515506,0,0,0,1,869659736345628672,retweeted,"RT @bkosarzycki: #netflix #thewitcher
The Witcher is officially listed on catalogue 
:) https://t.co/9mcoXwAw83"
30,869696323204915204,829086377329491973,0,0,0,5,869303204152061952,retweeted,"RT @ShareMyCosplay: #Cosplayer @hi_im_aleeusha as #Ciri from #TheWitcher. #cosplay #videogames

Regrann from @hi_im_aleeusha -  Goodmo… htt…"
31,869688356833300481,4879904069,3,0,0,0,,,New #funkopop in the shop today! #funko #funkos #marvel #blackbolt #stevenuniverse #thewitcher  #disney #rickandmorty #mylittlepony https://t.co/YPtQKUHUo1
32,869686553165037568,1192633740,2,0,0,0,,,Le #Gwent c'est beaucoup trop addictif... #TheWitcher
33,869684900978450433,2391129524,1,0,2,0,,,Should i stard Ranked with Level 11? I have not build a good deck yet :O @PlayGwent #gwent #thewitcher
34,869683788791644160,199701401,0,0,0,1,869666872668471297,retweeted,"RT @roboheartbeat: #TheLastWish is a great book if you want insight into Geralt from #TheWitcher. I liked it so much I read it twice :)
htt…"
35,869679937980116992,4301754153,1,0,0,0,,,Your efforts are appreciated! #legend #thewitcher3 #thewitcher #gaming #bestgameever https://t.co/NxQzjMGdcp
36,869673408505753601,291654071,0,0,0,0,,,I was just thinking about #TheWitcher coming to #Netflix like... https://t.co/4KTBC0KTVd https://t.co/tn4uWgBYWJ
37,869670226153099264,406873295,1,0,0,0,,,"#latenightthoughts #TheWitcher 
Is it just me or does Geralt seem to have an aversion against hats? 🤔"
38,869666872668471297,749705743,3,0,0,1,,,"#TheLastWish is a great book if you want insight into Geralt from #TheWitcher. I liked it so much I read it twice :)
https://t.co/Iu7WpFO9Mv"
