Unnamed: 0.1	Unnamed: 0	id	author_id	like_count	quote_count	reply_count	retweet_count	referenced_tweet_id	referenced_tweet_type	text	negative	neutral	positive
495	19	5.389774690393825e+17	37756638.0	0.0	0.0	0.0	0.0			It’s funny that the real Jordan Belfort was actually in the movie. #WolfOfWallStreet	0.0159	0.3795	0.6045
496	20	5.389731667740221e+17	2462631013.0	2.0	0.0	0.0	1.0			"""Sell me this pen."" I'll give u a hint; it's got nothing to do with the pen. #wolfofwallstreet #marketing #tech #entrepreneur #shark"	0.3244	0.5656	0.11
497	21	5.389704249826345e+17	226767148.0	0.0	0.0	0.0	0.0			LOL this movie has forever impacted the way I look at Steve Madden.....and Matthew Mcconaughey #WolfofWallstreet	0.0137	0.1615	0.8248
498	22	5.389657047716536e+17	37756638.0	1.0	0.0	0.0	0.0			The Lemmon 714 scene. 😭😭😭😭😭😭 #WolfOfWallStreet	0.3181	0.2705	0.4114
499	23	5.389644984894136e+17	202932616.0	2.0	0.0	0.0	0.0			when the Lemmon Quaaludes kicked in must be one of my fav movie scenes #wtfareyousaying #wolfofwallstreet😂😂😂	0.0226	0.1692	0.8082
500	24	5.389628793458565e+17	2365730568.0	1.0	0.0	0.0	0.0			When you're having the time of your life at the party but the squad is ready to go... 😂😂😂 #wolfofwallstreet... https://t.co/kTiDZYjWnm	0.0182	0.1118	0.87
501	25	5.389559513077842e+17	389692413.0	0.0	0.0	0.0	0.0			Wow #wolfofwallstreet has a lot of Fucks in it!	0.9323	0.0572	0.0105
502	26	5.389414917551145e+17	78522285.0	0.0	0.0	0.0	0.0			Wolf Of Wall Street had even more nudity then what made it in the movie but had to cut it. #WolfOfWallStreet	0.7139	0.264	0.0221
503	27	5.389378470429368e+17	32928881.0	0.0	0.0	0.0	1.0	5.389220385559716e+17	retweeted	RT @shadimacdonald: That movie had a lot of fucks and a lot of boobies #wolfofwallstreet #review http://t.co/lSJXxL7SiV	0.8012	0.1756	0.0232
504	0	5.504251412689756e+17	1288987472.0	0.0	0.0	0.0	0.0			I feel like Occupy Wall Street wouldn't have lasted as long if they'd just let the wolf out to chase all the hippies away #WolfOfWallStreet	0.6472	0.3138	0.039
505	1	5.50421410430976e+17	24784977.0	0.0	0.0	0.0	0.0			Finally watched #WolfOfWallStreet	0.0126	0.4416	0.5458
506	2	5.50420401634177e+17	283740584.0	0.0	0.0	0.0	0.0			Happy new year to everyone. Bit early but I'm watching #WolfOfWallStreet now so laters potaterz	0.0023	0.018	0.9796
507	3	5.504168896259973e+17	306406624.0	0.0	0.0	0.0	0.0			#WolfOfWallStreet .... Awesome....	0.0026	0.0148	0.9826
508	4	5.504152535035003e+17	34382204.0	0.0	0.0	0.0	0.0			Ladies that do bare coke and ting #wolfofwallstreet http://t.co/anYI22oHzn	0.0269	0.8822	0.0909
509	5	5.504149073811497e+17	28321577.0	0.0	0.0	0.0	0.0			I feel #WolfOfWallStreet will motivate me to some next levels!!	0.004	0.0181	0.9778
510	6	5.504102761984164e+17	22266785.0	0.0	0.0	0.0	0.0			Watching #WolfOfWallStreet again and still can't get over how beautiful @MargotRobbie is 😍😍#WomanCrushWednesday #wcw	0.0038	0.0142	0.9819
511	7	5.504017454790369e+17	19130457.0	0.0	0.0	0.0	0.0			So sad to hear about Edward Herrmann's death. May you rest in peace, Sir... #GilmoreGirls #GreysAnatomy #WolfofWallStreet &amp; many more...	0.3251	0.4291	0.2459
512	8	5.50394668484395e+17	24343193.0	0.0	0.0	0.0	0.0			Finally finishing #WolfOfWallStreet and whaddayaknow? #AbFab's #JoannaLumley!!!!! #LeonardoDicaprio http://t.co/x7Pkk6Y9ks	0.0121	0.444	0.5439
513	9	5.503939746412708e+17	103761583.0	0.0	0.0	0.0	0.0			I LOVE Matthew McConaughey #WolfOfWallStreet	0.0025	0.0154	0.9821
514	10	5.503893970454077e+17	263228425.0	0.0	0.0	0.0	0.0			My highest rated films of 2014 were: #GrandBudapestHotel (5/5), #WolfOfWallStreet (5/5), #TheRaid2 (5/5), #WhatWeDoInTheShadows (5/5).1/2	0.0037	0.3396	0.6567
515	11	5.503893382031237e+17	431857100.0	0.0	0.0	0.0	1.0	5.503889240533238e+17	retweeted	RT @N3RRA: Hell nawww.. #wolfOfWallstreet http://t.co/zcTxrWnPDW	0.805	0.1815	0.0136
516	12	5.503889240533238e+17	100404329.0	0.0	0.0	0.0	1.0			Hell nawww.. #wolfOfWallstreet http://t.co/zcTxrWnPDW	0.8838	0.1037	0.0125
517	13	5.503820704100106e+17	57409999.0	0.0	0.0	0.0	0.0			My only regret for 2014 is that I never tried some lemons...... #WolfOfWallStreet #lemons	0.8081	0.1599	0.032
518	14	5.503790604264735e+17	2164737032.0	0.0	0.0	0.0	0.0			$OCFN making my premium members bank. #pennnystocks #daytrader #WolfOfWallStreet join us http://t.co/HH4ClEuyRG http://t.co/UIEvsjvSDg	0.0041	0.2337	0.7622
519	15	5.503734196538245e+17	216980415.0	1.0	0.0	0.0	0.0			Hopefully this is me by the end of the night #WOLF #WolfOfWallStreet http://t.co/DnpjWeM3YY	0.0297	0.311	0.6593
520	16	5.503719281425449e+17	2905919992.0	0.0	0.0	0.0	2.0	5.503649751525294e+17	retweeted	RT @e_barr11: illest alive #rolemodel #savage #WolfOfWallStreet http://t.co/K25bbNASI5	0.3372	0.5744	0.0884
521	17	5.503716628779786e+17	2777148213.0	0.0	0.0	0.0	2.0	5.503649751525294e+17	retweeted	RT @e_barr11: illest alive #rolemodel #savage #WolfOfWallStreet http://t.co/K25bbNASI5	0.3372	0.5744	0.0884
522	18	5.503690392695071e+17	301886330.0	0.0	0.0	0.0	0.0			Watched #WolfOfWallStreet first time yesterday finally had time to catch up on a number of films during the holidays and what a great film	0.0022	0.0147	0.9831
523	19	5.503663561187082e+17	397505928.0	0.0	0.0	0.0	0.0			Just your average #NYE afro for  @sabinewilson #WolfOfWallStreet #lovehair Happy New Year to all of… http://t.co/qN7EDPINmK	0.0027	0.0398	0.9575
524	20	5.503649751525294e+17	707725116.0	2.0	0.0	0.0	2.0			illest alive #rolemodel #savage #WolfOfWallStreet http://t.co/K25bbNASI5	0.0154	0.2708	0.7138
525	21	5.503641894083666e+17	372040517.0	0.0	0.0	0.0	1.0	5.503586599693476e+17	retweeted	RT @JOsflow_doe: Can I be Jordan Belfort 💸💊💰 #WolfOfWallStreet	0.0127	0.8036	0.1837
526	22	5.503586599693476e+17	1167637656.0	0.0	0.0	0.0	1.0			Can I be Jordan Belfort 💸💊💰 #WolfOfWallStreet	0.0189	0.6687	0.3124
527	23	5.503519275112448e+17	137338454.0	0.0	0.0	0.0	0.0			Started 2014 with #WolfOfWallStreet  and end with #Ugly. Watched Master and his follower movies at year start And end consecutively.	0.1488	0.7528	0.0984
528	24	5.5035084371184845e+17	557983808.0	2.0	0.0	0.0	0.0			"""If any of you think I'm superficial or materialistic, go get a job at McDonald's, because that's where you belong!!"" #WolfOfWallStreet"	0.3944	0.3267	0.279
529	25	5.503499129035244e+17	342539935.0	0.0	0.0	0.0	447.0	5.500248147866665e+17	retweeted	RT @netflix: You know what a fugazi is? #WolfOfWallStreet http://t.co/ZgngjWVTRZ	0.6215	0.3631	0.0154
530	26	5.503480647338107e+17	561820434.0	0.0	0.0	0.0	0.0			"Its a fugayzi, its a fugazi, its a wazzy, its a woozy.
#WolfOfWallStreet"	0.4455	0.4846	0.0699
531	27	5.503434396370248e+17	299725914.0	0.0	0.0	0.0	0.0			Finally watching #WolfOfWallStreet	0.0084	0.3492	0.6424
