,Unnamed: 0,id,author_id,like_count,quote_count,reply_count,retweet_count,referenced_tweet_id,referenced_tweet_type,text
0,0,362713063968874497,46130377,0,0,0,0,3.627122233296814e+17,replied_to,@notimesquare lol posh max only yuvaar. #WolfofWallStreet
1,1,362665286849150977,301613699,2,0,0,0,,,"“Whether you say, ‘I can’ or ‘I can’t,’ you’re right either way.” – Jordan Belfort #RealTalk #WolfofWallStreet"
2,2,362648101846134785,30402648,0,0,0,0,,,I decided to watch the trailer for #WolfOfWallStreet even though I'm nowhere near done with the book. Even more excited now!! #LoveLeo
3,3,362644770276913152,168739909,0,0,0,0,,,"Dear People that run Hollywood, I'd like to watch #WolfofWallStreet now. If you could see to that, it'd be just swell."
4,4,362617174633877505,469456253,0,0,0,0,3.625797295948513e+17,replied_to,@simone_mostaan your buzzin cos it will be closer to November #WolfofWallStreet
5,5,362434208355975168,479267506,2,0,0,0,,,"The fact that #WolfOfWallStreet uses ""Black Skinhead"" as the trailer song &gt;&gt;&gt;&gt;&gt; I was to happy when I heard it!!!"
6,6,362267527302221824,1095204613,0,0,0,0,,,1:34: I want to pay so much money to see DiCaprio do this dance. http://t.co/WBLcQic98v #wolfofwallstreet
7,7,362252109153964032,201383132,0,0,0,1,,,"""And, in 2013, the movie industry remembered how to make really, truly awesome trailers again,"" - historian. #WalterMitty #WolfOfWallStreet"
8,8,362233049842331649,1606924009,0,0,0,0,,,Rumor has it Leo's getting nekky in #WolfofWallstreet. Sldofkgmvkcodkwdmfnvickdme
9,9,362176531247804416,34570658,0,0,1,0,3.621759328716063e+17,replied_to,@MarcDavids it will be rated 16VLSN did i leave anything out? Lets set up a movie night when its on #WolfofWallStreet
10,10,362163450027315201,405453040,0,0,1,0,3.6216112181110374e+17,replied_to,"@Georgia_Denise it's going to be so expensive, but I DON'T CARE #WolfOfWallStreet"
11,11,362127527797473281,405453040,0,0,0,1,3.604235989571461e+17,retweeted,"RT @jluith: On my 26th birthday I made $49M, which really pissed me off because it was 3 shy of a million/week #WolfOfWallStreet"
12,12,362127263413714945,405453040,0,0,1,0,3.619584278466478e+17,replied_to,@Georgia_Denise omg omg omg no you don't understand how excited I am! Asdfghjkl  it's not out for ages:( #WolfOfWallStreet
13,13,362043916775718915,24234396,0,0,0,0,,,#summer is when I catch up on my #reading learning to be the #WolfOfWallStreet 📖😊 http://t.co/NWt9KKCo2q
14,14,361982880014012417,792694592,0,0,0,331,3.4666309631360205e+17,retweeted,RT @scooterbraun: just watched the trailer for my friends @LeoDiCaprio and @JonahHill for #WolfOfWallStreet - movie looks incredible! http:…
15,15,361926410266345474,108427465,0,0,0,0,,,I cannot wait for this movie to come out. I worked in this business in the 80s #WolfOfWallStreet http://t.co/Qr4yrcc9Ri
16,16,361838558358675456,305900389,0,0,0,0,,,Then Yeezus apart of the soundtrack #WolfOfWallStreet
17,17,361838401504284673,305900389,0,0,0,0,,,I really can't wait to see #WolfOfWallStreet ..Leo be playing some bomb roles
18,18,361647842659536898,478285230,1,0,0,0,3.611656621414277e+17,replied_to,“@katestallc: @ConnorFloyd1 Please promise that you won't go see #WolfOfWallStreet without me.” Promise ✋
19,19,361589832193032192,188553354,0,0,1,0,,,"Def gotta read the book, but it's going to be a sick movie @bobnylan69 #WolfofWallStreet #BlkkkSkkknHead http://t.co/iOGxs9EtEl"
20,20,361570512306053120,901615285,0,0,0,0,,,"""22 months in jail and I still came home to my Manhattan condo, My tailored custom suits and my rolex's"" Jordan Belfort. #WolfOfWallStreet"
21,21,361541180967751681,901615285,0,0,0,0,,,Jordan Belfort is an Icon. #WolfOfWallStreet
22,22,361276235621470210,158973344,1,0,0,0,,,Just asked my dad about #wolfofwallstreet and midget tossing and he said there was also midget bowling #iseeyoudad
23,23,361203835219353600,67165351,0,0,0,0,,,Leonardo DiCaprio's new movie omg OMG #wolfofwallstreet
24,24,361127280984072192,598067577,0,0,0,0,,,I bet Counting Stars by OneRepublic is in #WolfOfWallStreet
25,25,360982436043161600,223178322,0,0,0,0,,,"What's wrong, daddy? #wolfofwallstreet"
26,26,360912672180535297,524892550,1,0,0,1,,,Can leonardo dicaprio please only play roles where hes a rich bachelor? That would make me happy #WolfOfWallStreet
27,27,360852856221347841,384806521,0,0,0,0,,,I have no idea what's going to happen but excited to see it.  #WolfOfWallStreet #TrailersDoneRight
28,28,360825135462223872,1173738295,0,0,0,0,,,@LeoDiCaprio #greatgatsby was amazing and i cant wait for #wolfofwallstreet
