,Unnamed: 0,id,author_id,like_count,quote_count,reply_count,retweet_count,referenced_tweet_id,referenced_tweet_type,text
0,0,1145481414764388363,1015520801385275392,2,0,0,0,1.1454761027119104e+18,quoted,"Spill the tea!
@Disney @DisneyStudios @WaltDisneyWorld @DisneyAnimation @WaltDisneyCo @melissamccarthy @Alyssa_Milano @Zendaya
#TheLittleMermaid https://t.co/WWlHobfZxe"
1,1,1145480617615929344,2456649917,0,0,0,87,1.1454559449120317e+18,retweeted,RT @theredneighbor: #OneDirection star @Harry_Styles has already accepted the role of #PrinceEric in #TheLittleMermaid and may go on hiatus…
2,2,1145479041237102593,57675532,0,0,0,128,1.1453321918131282e+18,retweeted,RT @nickymorris_: Seen the uproar about who should play Ursula in the live action remake of #TheLittleMermaid and I truly believe that @The…
3,3,1145478709186572288,66894896,0,0,0,0,,,Under da seaaa!! 🎵🎶 acrylics on canvas board #Ariel #underthesea #thelittlemermaid #acrylicsoncanvasboard #nicolesalamone #loungebaby #sociallyawkward #sebastain  @DisneyStudios @Disney @DisneyAnimation @WaltDisneyCo https://t.co/ZqqkFS8XvW
4,4,1145478544488837123,700023138,0,0,0,87,1.1454559449120317e+18,retweeted,RT @theredneighbor: #OneDirection star @Harry_Styles has already accepted the role of #PrinceEric in #TheLittleMermaid and may go on hiatus…
5,5,1145477896775057408,904146246151045120,3,0,0,0,1.1454746089900524e+18,replied_to,"@ThePerezHilton @ChildrensLA @PerezHilton @cocoperez @OppoSuits Tweet this photo out and tag @Disney

#TheLittleMermaid #Ursula #Gaga https://t.co/2wA5WfmlVY"
6,6,1145477605447090181,904146246151045120,0,0,0,19,1.1447825528945172e+18,retweeted,"RT @ThePerezHilton: Lady GaGa would be a much better choice, me thinks! U? https://t.co/MoUje1RrQY #MelissaMcCarthy #TheLittleMermaid"
7,7,1145476417947181057,739915348577820673,0,0,0,1921,1.144690681153237e+18,retweeted,RT @Variety: Meet your new Ursula: Melissa McCarthy is joining the live action remake of #TheLittleMermaid https://t.co/d1gvOvYfsh https://…
8,8,1145476380278345733,3197815056,0,0,0,1921,1.144690681153237e+18,retweeted,RT @Variety: Meet your new Ursula: Melissa McCarthy is joining the live action remake of #TheLittleMermaid https://t.co/d1gvOvYfsh https://…
9,9,1145476276293181441,2832826985,0,0,0,87,1.1454559449120317e+18,retweeted,RT @theredneighbor: #OneDirection star @Harry_Styles has already accepted the role of #PrinceEric in #TheLittleMermaid and may go on hiatus…
10,10,1145474955066445824,725181603648032768,0,0,0,66,1.1451137047590052e+18,retweeted,"RT @theredneighbor: First look to the oficial cast of #TheLittleMermaid live-action:

@Zendaya as Ariel
@Harry_Styles as Eric
@GerardButler…"
11,11,1145474400575262720,1123300553138802688,0,0,0,87,1.1454559449120317e+18,retweeted,RT @theredneighbor: #OneDirection star @Harry_Styles has already accepted the role of #PrinceEric in #TheLittleMermaid and may go on hiatus…
12,12,1145472980438228993,265136425,0,0,0,66,1.1451137047590052e+18,retweeted,"RT @theredneighbor: First look to the oficial cast of #TheLittleMermaid live-action:

@Zendaya as Ariel
@Harry_Styles as Eric
@GerardButler…"
13,13,1145472959672307712,265136425,0,0,0,87,1.1454559449120317e+18,retweeted,RT @theredneighbor: #OneDirection star @Harry_Styles has already accepted the role of #PrinceEric in #TheLittleMermaid and may go on hiatus…
14,14,1145471966071144448,997553345308000256,0,0,0,87,1.1454559449120317e+18,retweeted,RT @theredneighbor: #OneDirection star @Harry_Styles has already accepted the role of #PrinceEric in #TheLittleMermaid and may go on hiatus…
15,15,1145471869136637953,2285654142,0,0,0,1391,1.1400736303255142e+18,retweeted,"RT @theredneighbor: Disney will also announce the live-action of #TheLittleMermaid on #D23
Actresses and singers @Zendaya and @jcolburnlevy…"
16,16,1145471848731369472,2285654142,0,0,0,66,1.1451137047590052e+18,retweeted,"RT @theredneighbor: First look to the oficial cast of #TheLittleMermaid live-action:

@Zendaya as Ariel
@Harry_Styles as Eric
@GerardButler…"
17,17,1145471403380158469,4001925743,0,0,0,87,1.1454559449120317e+18,retweeted,RT @theredneighbor: #OneDirection star @Harry_Styles has already accepted the role of #PrinceEric in #TheLittleMermaid and may go on hiatus…
18,18,1145471206830813184,831346850905088002,0,0,0,0,,,I'm Ariel. #selfie #makeuponfleek #redhair #ariel #thelittlemermaid #yasqueenyas https://t.co/aEM1Cwbxge
19,19,1145471190804377601,117855898,0,0,0,87,1.1454559449120317e+18,retweeted,RT @theredneighbor: #OneDirection star @Harry_Styles has already accepted the role of #PrinceEric in #TheLittleMermaid and may go on hiatus…
20,20,1145470844258402304,3235858995,0,0,0,18,1.1454587046130852e+18,retweeted,RT @theredneighbor: #Scandal star @kerrywashington is in final negotiations to play Queen Athena in #TheLittleMermaid's live-action. Washin…
21,21,1145470641203757056,3235858995,0,0,0,87,1.1454559449120317e+18,retweeted,RT @theredneighbor: #OneDirection star @Harry_Styles has already accepted the role of #PrinceEric in #TheLittleMermaid and may go on hiatus…
22,22,1145468807311503360,896833504734048257,0,0,0,66,1.1451137047590052e+18,retweeted,"RT @theredneighbor: First look to the oficial cast of #TheLittleMermaid live-action:

@Zendaya as Ariel
@Harry_Styles as Eric
@GerardButler…"
23,23,1145468579120373760,3235858995,0,0,0,66,1.1451137047590052e+18,retweeted,"RT @theredneighbor: First look to the oficial cast of #TheLittleMermaid live-action:

@Zendaya as Ariel
@Harry_Styles as Eric
@GerardButler…"
24,24,1145468406801620992,694649595775684608,0,0,0,2,1.145465436596609e+18,retweeted,"RT @MarvelBros23: According to Variety, Melissa McCarthy is in talks to be Ursula in Disney’s “Little Mermaid”#Aladdin #TheLittleMermaid #U…"
25,25,1145468214408880128,4846489751,0,0,0,128,1.1453321918131282e+18,retweeted,RT @nickymorris_: Seen the uproar about who should play Ursula in the live action remake of #TheLittleMermaid and I truly believe that @The…
26,26,1145467906509221888,198720277,0,0,0,66,1.1451137047590052e+18,retweeted,"RT @theredneighbor: First look to the oficial cast of #TheLittleMermaid live-action:

@Zendaya as Ariel
@Harry_Styles as Eric
@GerardButler…"
27,27,1145467471455014912,900736851602026496,0,0,0,66,1.1451137047590052e+18,retweeted,"RT @theredneighbor: First look to the oficial cast of #TheLittleMermaid live-action:

@Zendaya as Ariel
@Harry_Styles as Eric
@GerardButler…"
28,28,1145467198288400390,1038975966,0,0,0,128,1.1453321918131282e+18,retweeted,RT @nickymorris_: Seen the uproar about who should play Ursula in the live action remake of #TheLittleMermaid and I truly believe that @The…
29,29,1145466426150379521,1051325982110412800,0,0,0,87,1.1454559449120317e+18,retweeted,RT @theredneighbor: #OneDirection star @Harry_Styles has already accepted the role of #PrinceEric in #TheLittleMermaid and may go on hiatus…
30,30,1145466401424957440,1051325982110412800,0,0,0,66,1.1451137047590052e+18,retweeted,"RT @theredneighbor: First look to the oficial cast of #TheLittleMermaid live-action:

@Zendaya as Ariel
@Harry_Styles as Eric
@GerardButler…"
