,Unnamed: 0.1,Unnamed: 0,id,author_id,like_count,quote_count,reply_count,retweet_count,referenced_tweet_id,referenced_tweet_type,text
0,0,0,1267239111548600325,61267115,0,0,0,0,,,"On Friday May 29th, Colleen crushed it with a seafood meal in honor of #thelittlemermaid. #COVID2019 #covid15 #quarantinelife #quarantine15 #covidquarantine #prouddad disneyplus #disneyplus @ Stoughton, Massachusetts https://t.co/dT03PyGsow"
1,1,1,1267227500570165251,2690896417,0,0,0,4,1.267115028160942e+18,retweeted,"RT @indecisive_blob: Art I made for #mermay2020 🧜‍♀️🧜🧜‍♂️🐚🌊

#mermay #calamaria #cuphead #ariel #thelittlemermaid #queennee #castleswimmer…"
2,2,2,1267215583541637123,30519377,0,0,0,2,1.2672154998946775e+18,retweeted,RT @jessicaelalouf: Ariel for the last day of #mermay! 🧜🏻‍♀️ #mermay2020 #mermaychallenge #TheLittleMermaid #disney https://t.co/2OUOopEfCY
3,3,3,1267215567829774343,1665249344,0,0,0,2,1.2672154998946775e+18,retweeted,RT @jessicaelalouf: Ariel for the last day of #mermay! 🧜🏻‍♀️ #mermay2020 #mermaychallenge #TheLittleMermaid #disney https://t.co/2OUOopEfCY
4,4,4,1267215499894677509,961112255470415872,7,0,2,2,,,Ariel for the last day of #mermay! 🧜🏻‍♀️ #mermay2020 #mermaychallenge #TheLittleMermaid #disney https://t.co/2OUOopEfCY
5,5,5,1267200592436494337,816740860935229453,6,0,0,0,,,Ariel #Disney #anime #Animes #AnimeMemes #AnimeArt #TheLittleMermaid #DomingoDeGanarSeguidores #ilustracion #illustration #Illustrator #illustrationart #illustrationartists #illustrations #illustrators #drawing #dibujo #desenho #dessin #design #art #disneyprincess #shoujo https://t.co/zcMaX0st3Q
6,6,6,1267199073490173953,713960246180462592,0,0,0,6050,1.1522382025199944e+18,retweeted,"RT @s0s2: Part of our wooorld~ 🐠🎶
#thelittletrashmaid #trashmaid #animation #ariel #mermaid #TheLittleMermaid #Ariel2019 #ArielisBlack #sav…"
7,7,7,1267195046983544832,4783444382,0,0,0,53,1.26706332655249e+18,retweeted,"RT @Luiz_Fernando_J: After British government’s approval of the new feature film industry guidelines in the end of this week, Productions l…"
8,8,8,1267194799645495299,1204545680695595008,0,0,0,48,1.26712349516877e+18,retweeted,"RT @ComicBook: #FantasticBeasts3 and #TheLittleMermaid can restart production as early as July.
https://t.co/HErUMBavto https://t.co/DuXDCZ…"
9,9,9,1267193448932823041,758162696793710592,0,0,0,48,1.26712349516877e+18,retweeted,"RT @ComicBook: #FantasticBeasts3 and #TheLittleMermaid can restart production as early as July.
https://t.co/HErUMBavto https://t.co/DuXDCZ…"
10,10,10,1267193417823641602,1054476532813627392,0,0,0,48,1.26712349516877e+18,retweeted,"RT @ComicBook: #FantasticBeasts3 and #TheLittleMermaid can restart production as early as July.
https://t.co/HErUMBavto https://t.co/DuXDCZ…"
11,11,11,1267193344784060417,1704543960,0,0,0,48,1.26712349516877e+18,retweeted,"RT @ComicBook: #FantasticBeasts3 and #TheLittleMermaid can restart production as early as July.
https://t.co/HErUMBavto https://t.co/DuXDCZ…"
12,12,12,1267191973221466113,141378935,0,0,0,53,1.26706332655249e+18,retweeted,"RT @Luiz_Fernando_J: After British government’s approval of the new feature film industry guidelines in the end of this week, Productions l…"
13,13,13,1267191581116948480,35479897,0,0,0,0,,,Currently rewatching #thelittlemermaid for the umpteenth time and I’m maybe a little too excited about that. 😆🧜‍♀️ A bit of softness in this brutal world doesn’t hurt … https://t.co/q7yGhv7b9N
14,14,14,1267190967641296897,1149168831585247233,0,0,0,197,1.2479763036864965e+18,retweeted,RT @OlchaSArt: And the last artwork for March rewards! #Ariel was most requested character by my patrons and also she was on the second pla…
15,15,15,1267189489019113474,894694902361198592,0,0,0,48,1.26712349516877e+18,retweeted,"RT @ComicBook: #FantasticBeasts3 and #TheLittleMermaid can restart production as early as July.
https://t.co/HErUMBavto https://t.co/DuXDCZ…"
16,16,16,1267185834962362369,1685987222,0,0,0,48,1.26712349516877e+18,retweeted,"RT @ComicBook: #FantasticBeasts3 and #TheLittleMermaid can restart production as early as July.
https://t.co/HErUMBavto https://t.co/DuXDCZ…"
17,17,17,1267185330505093120,1083936001599434752,0,0,0,1,,,"Almost forgot to post this! I tried something new with this.

#mermay #mermay2020 #Mermaid #ariel #thelittlemermaid #littlemermaid #disney #princess #disneyprincess #art #DigitalArt https://t.co/G6tQHZxh62"
18,18,18,1267181530268364802,2459028121,0,0,0,2,1.2661635382776545e+18,retweeted,"RT @SariSpy56: MerMay 26: Grotto

See if you can find the hidden Easter eggs in this picture.

#mermay2020 #disney #thelittlemermaid https:…"
19,19,19,1267180731345670146,2422642927,0,0,0,53,1.26706332655249e+18,retweeted,"RT @Luiz_Fernando_J: After British government’s approval of the new feature film industry guidelines in the end of this week, Productions l…"
20,20,20,1267177110713450496,1254803500527054850,0,0,0,48,1.26712349516877e+18,retweeted,"RT @ComicBook: #FantasticBeasts3 and #TheLittleMermaid can restart production as early as July.
https://t.co/HErUMBavto https://t.co/DuXDCZ…"
21,21,21,1267173824774246400,1433089506,0,0,0,0,,,The Westhoughton Homes for Sale Daily is out! https://t.co/CmJ9gh9SgA #costumes #thelittlemermaid
22,22,22,1267171650354716677,234961360,2,0,0,0,,,"Looking for that perf summer scent? @zoe.rosie says ""my go-to scent lately. @definemefragrance ariel parfum. light and fresh as a sea breeze 🌊""

#definemefragrance #perfume #mermaid #ariel #mermaids #thelittlemermaid #disney #disneyprincess #disneybound #disneyworld #disneyland https://t.co/yMCCwWwheW"
