,Unnamed: 0,id,author_id,like_count,quote_count,reply_count,retweet_count,referenced_tweet_id,referenced_tweet_type,text
0,0,1212156800662937600,1167417271024852993,0,0,0,52,1.2117102449901937e+18,retweeted,"RT @Hayden_Williams: A year manifesting more dreams that I had always wanted to accomplish. Started my own #YouTube channel, was featured b…"
1,1,1212155272396980225,2416034647,0,0,0,7,9.486456568806687e+17,retweeted,"RT @Kanerudo66: When you've finally decided on your New Year's Resolutions! :P
#Disney #TheLittleMermaid #Ariel #HappyNewYear #NewYearsReso…"
2,2,1212130377747308545,2321648221,0,0,0,16,1.212103263115309e+18,retweeted,"RT @nicoledessine: It’s been an incredible decade and an honor to be a part of some amazing projects and make new friends ☺️✌🏾💜✨

#tangledt…"
3,3,1212127878801788929,247854311,0,0,0,52,1.2117102449901937e+18,retweeted,"RT @Hayden_Williams: A year manifesting more dreams that I had always wanted to accomplish. Started my own #YouTube channel, was featured b…"
4,4,1212126505666596867,711029994,0,0,0,16,1.212103263115309e+18,retweeted,"RT @nicoledessine: It’s been an incredible decade and an honor to be a part of some amazing projects and make new friends ☺️✌🏾💜✨

#tangledt…"
5,5,1212121355757522950,726226021696081921,0,0,0,16,1.212103263115309e+18,retweeted,"RT @nicoledessine: It’s been an incredible decade and an honor to be a part of some amazing projects and make new friends ☺️✌🏾💜✨

#tangledt…"
6,6,1212120902747480066,74039657,0,0,1,0,1.2121193722627154e+18,replied_to,"Continuing with Disney things... This year I met @thejodibenson, which was a surreal bucket list moment and truly an honor! #TheLittleMermaid and Ariel mean so much to me! Jodi’s an incredible light for the Disney fan community! ❤️ https://t.co/QTtvR5TLLO"
7,7,1212120409036001280,1110282879840456704,0,0,0,0,,,The Little Mermaid Pin Set – Kiss the Girl here now. #Ariel #Disney #Flounder #Mickey #Sebastian #TheLittleMermaid - Buy: https://t.co/KASyts9OoN
8,8,1212120123919785988,1141417503366754305,0,0,0,16,1.212103263115309e+18,retweeted,"RT @nicoledessine: It’s been an incredible decade and an honor to be a part of some amazing projects and make new friends ☺️✌🏾💜✨

#tangledt…"
9,9,1212119766997127168,3079443190,0,0,0,16,1.212103263115309e+18,retweeted,"RT @nicoledessine: It’s been an incredible decade and an honor to be a part of some amazing projects and make new friends ☺️✌🏾💜✨

#tangledt…"
10,10,1212116894129496069,872407033433251840,0,0,0,16,1.212103263115309e+18,retweeted,"RT @nicoledessine: It’s been an incredible decade and an honor to be a part of some amazing projects and make new friends ☺️✌🏾💜✨

#tangledt…"
11,11,1212116755260141569,22966172,0,0,0,16,1.212103263115309e+18,retweeted,"RT @nicoledessine: It’s been an incredible decade and an honor to be a part of some amazing projects and make new friends ☺️✌🏾💜✨

#tangledt…"
12,12,1212111676948058112,40407066,0,0,0,16,1.212103263115309e+18,retweeted,"RT @nicoledessine: It’s been an incredible decade and an honor to be a part of some amazing projects and make new friends ☺️✌🏾💜✨

#tangledt…"
13,13,1212107869698625539,1273512198,0,0,0,16,1.212103263115309e+18,retweeted,"RT @nicoledessine: It’s been an incredible decade and an honor to be a part of some amazing projects and make new friends ☺️✌🏾💜✨

#tangledt…"
14,14,1212107571886088192,3571100476,0,0,0,16,1.212103263115309e+18,retweeted,"RT @nicoledessine: It’s been an incredible decade and an honor to be a part of some amazing projects and make new friends ☺️✌🏾💜✨

#tangledt…"
15,15,1212104181382864897,867477860365332480,0,0,0,16,1.212103263115309e+18,retweeted,"RT @nicoledessine: It’s been an incredible decade and an honor to be a part of some amazing projects and make new friends ☺️✌🏾💜✨

#tangledt…"
16,16,1212103915585425408,2358689250,0,0,0,16,1.212103263115309e+18,retweeted,"RT @nicoledessine: It’s been an incredible decade and an honor to be a part of some amazing projects and make new friends ☺️✌🏾💜✨

#tangledt…"
17,17,1212103263115309056,2537665021,75,0,1,16,,,"It’s been an incredible decade and an honor to be a part of some amazing projects and make new friends ☺️✌🏾💜✨

#tangledtheseries #WOY #DuckTales #GravityFalls #middleschoolmoguls 
#TheLittleMermaid #arielandtheseawolf #mybabyloveschristmas 
#DisneyPlus #disneytva #Netflix https://t.co/TJVTDede3k"
18,18,1212094177128964103,892859457671135232,0,0,0,52,1.2117102449901937e+18,retweeted,"RT @Hayden_Williams: A year manifesting more dreams that I had always wanted to accomplish. Started my own #YouTube channel, was featured b…"
19,19,1212083719093309440,3010452480,0,0,0,0,,,"What are you looking forward to in #2020NewYear?

Shop @Disney #thelittlemermaid: https://t.co/Ozq7uc2TXe https://t.co/S9GSSTQGHX"
