index	Unnamed: 0.2	Unnamed: 0.1	Unnamed: 0	id	author_id	like_count	quote_count	reply_count	retweet_count	referenced_tweet_id	referenced_tweet_type	text	negative	neutral	positive	date
87226	81574	81574	81574	1147281705356521472	1669121352	0	0	0	645	1.1471963942493472e+18	retweeted	"RT @kayyybearxo: Legs are overrated 😬🍴

A casual Ariel to congratulate Halle Bailey on her new role 💚 @chloexhalle 
#TheLittleMermaid https…"	0.0582	0.6494	0.2924	2019-07-05
318587	35883	35883	35883	1572638321670782978	1564560451878490113	2	0	0	0			"Exactly the other videos were marketing faked BS
#Disney 
#TheLittleMermaid https://t.co/iH3EqgUDQr"	0.7459	0.2345	0.0196	2022-09-21
157143	10324	10324	10324	1169823548833030144	89055091	0	0	0	9333	1.1696338234931855e+18	retweeted	"RT @OriginalFunko: RT &amp; follow @OriginalFunko for a chance to WIN a Target exclusive Kiss the Girl Movie Moment! 
#TheLittleMermaid #Funko…"	0.0046	0.3162	0.6791	2019-09-06
391667	108963	108963	108963	1570644220670779393	81507586	0	0	0	20808	1.5687724676525302e+18	retweeted	RT @Candace82661097: The trailer for #TheLittleMermaid brought her so much joy #blackgirljoy #HalleBailey #HalleBailey @Disney  great job h…	0.0019	0.0093	0.9889	2022-09-16
50941	45289	45289	45289	1148400545394307073	868986953974382592	0	0	0	23138	1.1476477977321062e+18	retweeted	"RT @FreeformTV: An open letter to the Poor, Unfortunate Souls:

#TheLittleMermaid #Ariel #MyAriel https://t.co/XYJSXKt2BU"	0.1888	0.7684	0.0427	2019-07-09
284113	1409	1409	1409	1575592471408480256	1341154903218110465	0	0	0	7	1.5751857848143258e+18	retweeted	"RT @ArtAmms: Part of Your World🐠✨

#disney #TheLittleMermaid https://t.co/15wXcZyXjy"	0.0093	0.7269	0.2637	2022-09-29
219124	715	715	715	1354589474236329989	1345445801510793217	0	0	0	1599	1.3543991654937354e+18	retweeted	"RT @Spectrumbrushes: LITTLE MERMAID GIVEAWAY 🧜🏼‍♀️🐠
⁠
We're giving 1 LUCKY WINNER a chance to WIN our Spectrum x Disney #TheLittleMermaid C…"	0.0053	0.2133	0.7814	2021-01-28
65444	59792	59792	59792	1147908162676092928	708682562281967618	0	0	0	23138	1.1476477977321062e+18	retweeted	"RT @FreeformTV: An open letter to the Poor, Unfortunate Souls:

#TheLittleMermaid #Ariel #MyAriel https://t.co/XYJSXKt2BU"	0.1888	0.7684	0.0427	2019-07-07
276154	1890	1890	1890	1544290637255548928	1437314089521332226	0	0	0	6	1.5441961454626693e+18	retweeted	"RT @mizzycyn: ⚠️FLASH WARNING⚠️
Ariel bodypaint! The Little Mermaid

Painted live @ https://t.co/Gie3eH5pap
More content on Tiktok @ Mizzyc…"	0.0529	0.908	0.0392	2022-07-05
363430	80726	80726	80726	1571123331176501249	1423498077382627328	0	0	0	7689	1.570933037956993e+18	retweeted	"RT @_ladyshalirin: Gorgeous in any outfit 
#Disney #TheLittleMermaid https://t.co/TEQiqFUuZj"	0.0036	0.0467	0.9496	2022-09-17
298843	16139	16139	16139	1574728493421809667	1070014823956664320	0	0	0	14929	1.5745214646649528e+18	retweeted	RT @TanyaLehoux: Ariel sketches 🧜‍♀️ #TheLittleMermaid https://t.co/0sbTRBbgLX	0.0096	0.9388	0.0516	2022-09-27
262921	970	970	970	1506442473941479425	1283022968	0	0	0	0			We sure miss #AvengersEndgame and #TheDayAfterTomorrow. Great films that cannot be surpassed. Hopefully #Avatar2 and #TheLittleMermaid will make films great again. #MakeDisneyGreatAgain 🦸🌪️🧜‍♀️	0.0051	0.0216	0.9733	2022-03-23
249252	1226	1226	1226	1436692967339794432	976889855044149248	0	0	0	1327	1.4364371249291756e+18	retweeted	RT @FilmUpdates: #TheLittleMermaid starring Halle Bailey and Jonah Hauer-King will be released in theaters on May 26, 2023. https://t.co/ue…	0.003	0.9129	0.0841	2021-09-11
65141	59489	59489	59489	1147912854932271104	129367484	0	0	0	23138	1.1476477977321062e+18	retweeted	"RT @FreeformTV: An open letter to the Poor, Unfortunate Souls:

#TheLittleMermaid #Ariel #MyAriel https://t.co/XYJSXKt2BU"	0.1888	0.7684	0.0427	2019-07-07
341632	58928	58928	58928	1571894883690090501	882717052749758464	0	0	0	7761	1.5718605447470858e+18	retweeted	"RT @_ladyshalirin: 🎶You are my world my darling 
What a wonderful world I see 
You are the song I'm singing 
You're my beautiful Melody🎶
#T…"	0.0092	0.0742	0.9166	2022-09-19
245163	3949	3949	3949	1411305911382011909	1196338131898793985	0	0	0	3063	1.411227076703654e+18	retweeted	"RT @seeu_cosplay: #TheLittleMermaid 
#Ariel
#DisneyPrincess 
🧜‍♀️ 

Out of the sea🐚🐟

Wish I could be❤️

Part of that world～ https://t.co/c…"	0.0362	0.7458	0.218	2021-07-03
75021	69369	69369	69369	1147661984101478401	2421324059	0	0	0	23138	1.1476477977321062e+18	retweeted	"RT @FreeformTV: An open letter to the Poor, Unfortunate Souls:

#TheLittleMermaid #Ariel #MyAriel https://t.co/XYJSXKt2BU"	0.1888	0.7684	0.0427	2019-07-07
262932	981	981	981	1506369999698599939	957377620122984450	0	0	0	857	1.5023685574931128e+18	retweeted	"RT @s0s2: Feel the rhythm part 1🐠🕺

#thelittlemermaid #trashmaid #Mermaid #savetheplanet https://t.co/0QouY9K2s7"	0.0294	0.8509	0.1197	2022-03-22
244740	3526	3526	3526	1411429011406917640	1394447112943845376	2	0	0	1			From sea, to sand, #Ariel always knows how to make a splash wherever she lands. 🌊🧜‍♀️ #Disney #TheLittleMermaid https://t.co/bizNXq0PbA	0.0026	0.0466	0.9508	2021-07-03
291948	9244	9244	9244	1574902139951886336	208915631	0	0	0	14929	1.5745214646649528e+18	retweeted	RT @TanyaLehoux: Ariel sketches 🧜‍♀️ #TheLittleMermaid https://t.co/0sbTRBbgLX	0.0096	0.9388	0.0516	2022-09-27
25069	19417	19417	19417	1151619548698820609	1487752850	0	0	0	6289	1.1512125955479716e+18	retweeted	RT @THR: Harry Styles (@Harry_Styles) in talks to play Prince Eric in #Disney's live-action #TheLittleMermaid https://t.co/nYX249TnXE https…	0.0031	0.8557	0.1412	2019-07-17
251547	980	980	980	1448396165540630529	1410960686944067593	3	0	0	0			Even though this is a #TheLittleMermaid fan account, I will be posting about news for the upcoming Snow White live action remake. I'm so excited to see Rachel Zegler to blow us away in that role!	0.0012	0.0119	0.9868	2021-10-13
193712	357	357	357	1265860789128355843	1118133610480066560	0	0	0	113	1.1343980533293834e+18	retweeted	"RT @Tella1985: Paper Princesses (1/2)

(Because I just had a twitter discussion about them and felt like sharing these again.) 

#merida #a…"	0.0129	0.8268	0.1603	2020-05-28
295860	13156	13156	13156	1574801422427865089	1245796211858083840	0	0	0	893	1.5732976004551475e+18	retweeted	"RT @mars_palacio: Part of your world ❤️💜💚

#TheLittleMermaid https://t.co/fM8s1bnYAP"	0.0046	0.1047	0.8907	2022-09-27
262427	476	476	476	1509596199372099585	1206985354462420993	0	0	0	938	1.5095927138172068e+18	retweeted	"RT @s0s2: Feel the rhythm part 3🐠🕺

#thelittlemermaid #trashmaid #Mermaid #savetheplanet https://t.co/zZulbUoZt1"	0.0256	0.8056	0.1688	2022-03-31
269915	1029	1029	1029	1526189253667000320	3896570473	0	0	0	0			@HalleBailey @Disney WHEN WE GETTING THAT TRAILER?!?! 👀 cause the Pisces ♓️ in me is DYING of anticipation ‼️‼️‼️‼️ 🧜🏾‍♀️ #HalleBailey #TheLittleMermaid #Disney #LittleMermaid2023 #Trailer #DropTheatrailer https://t.co/ljwNcpbGAS	0.0022	0.0395	0.9584	2022-05-16
323213	40509	40509	40509	1572294034642837505	1161146222037442560	0	0	0	7285	1.5720424980712202e+18	retweeted	"RT @_ladyshalirin: -Mom, put down the brush
It's hopeless..
-Oh
You look beautiful
#TheLittleMermaid #Disney https://t.co/dLFHsbTmSz"	0.1174	0.408	0.4746	2022-09-20
283144	440	440	440	1575814785450524672	1271465546513616901	0	0	0	5377	1.575186573154361e+18	retweeted	RT @TanyaLehoux: Ariel sketches part 2! #TheLittleMermaid https://t.co/8GcbZws07e	0.0047	0.8582	0.137	2022-09-30
69194	63542	63542	63542	1147778243640090624	947335172378284032	0	0	0	23138	1.1476477977321062e+18	retweeted	"RT @FreeformTV: An open letter to the Poor, Unfortunate Souls:

#TheLittleMermaid #Ariel #MyAriel https://t.co/XYJSXKt2BU"	0.1888	0.7684	0.0427	2019-07-07
137967	7161	7161	7161	1159980387797520384	47963419	0	0	0	1574	1.15994508961715e+18	retweeted	"RT @LukasWerneck: Hailey like Ariel ✨🧜🏾‍♀️✨
My version of what I imagine the BEAUTIFUL @chloexhalle will look like!
I'm VERY looking forwar…"	0.0097	0.197	0.7933	2019-08-10
98079	92427	92427	92427	1147108566345637888	2308678830	0	0	0	25386	1.1465643454106214e+18	retweeted	RT @halleberry: In case you needed a reminder... Halles get it DONE. Congratulations @chloexhalle on this amazing opportunity, we can’t wai…	0.0023	0.0135	0.9842	2019-07-05
84138	78486	78486	78486	1147366038369005568	714634885038743554	0	0	0	45	1.147193623861244e+18	retweeted	RT @BGolden03: Ariel’s pink dress concept idea 💖#TheLittleMermaid #TheLittleMermaidLiveAction https://t.co/Pmxz8mhEAk	0.0027	0.2059	0.7914	2019-07-06
343349	60645	60645	60645	1571827170192035843	2630715505	0	0	0	5093	1.5715453439046085e+18	retweeted	"RT @_ladyshalirin: I  know you're looking forward to this dress!
My Princess🤲
#TheLittleMermaid #Disney https://t.co/NjLmWr6Ulz"	0.0023	0.0184	0.9793	2022-09-19
184496	1613	1613	1613	1214968944378990596	694649595775684608	0	0	0	1	1.214967847388103e+18	retweeted	RT @wdw_lovin_ma: Fortunately I know a little magic #TheLittleMermaid #WaltDisneyWorld #disneyworld #disney #wdw #familytravel #travel #fam…	0.0027	0.0841	0.9132	2020-01-08
348680	65976	65976	65976	1571579604388958209	544586981	0	0	0	5093	1.5715453439046085e+18	retweeted	"RT @_ladyshalirin: I  know you're looking forward to this dress!
My Princess🤲
#TheLittleMermaid #Disney https://t.co/NjLmWr6Ulz"	0.0023	0.0184	0.9793	2022-09-18
354165	71461	71461	71461	1571360302075183104	1026008170018361344	0	0	0	7608	1.5712852192983818e+18	retweeted	"RT @_ladyshalirin: Maybe green instead of pink?
Some Princess and The Frog vibes :)
#TheLittleMermaid #Disney https://t.co/C1GCgErH2q"	0.0103	0.5798	0.4099	2022-09-18
389362	106658	106658	106658	1570714316898435073	462692557	0	0	0	8081	1.5705349974840074e+18	retweeted	"RT @_ladyshalirin: My favourite dress from the Little Mermaid, do you remember it? 
Halle in it *^*
#TheLittleMermaid #Disney https://t.co/…"	0.0027	0.0582	0.9391	2022-09-16
309889	27185	27185	27185	1573526997032177664	1973329472	0	0	0	7285	1.5720424980712202e+18	retweeted	"RT @_ladyshalirin: -Mom, put down the brush
It's hopeless..
-Oh
You look beautiful
#TheLittleMermaid #Disney https://t.co/dLFHsbTmSz"	0.1174	0.408	0.4746	2022-09-24
212058	2566	2566	2566	1315077072990212098	1290160280	0	0	0	1163	1.3150365607530783e+18	retweeted	"RT @Ripushko: Sad face in 3, 2, 1 ... 
😢

#GenderSwap #genderbend #thelittlemermaid #Femboy https://t.co/H7UEzTbpn8"	0.8164	0.1732	0.0104	2020-10-10
169532	2325	2325	2325	1196306802763276290	788476791316946944	0	0	0	1703	1.1962216028469125e+18	retweeted	RT @itslopezz: Almost missed my all time favorite Disney princess anniversary, Happy 30th Ariel🥺❤️ #thelittlemermaid https://t.co/0DXaLgGJAc	0.0046	0.0196	0.9759	2019-11-18
168110	903	903	903	1197131201229807616	1038345433	1	0	0	0			Happy Birthday to Samuel E. Wright, the actor who plays Sebastian in Disney’s The Little Mermaid franchise as well as Kron in Disney’s Dinosaur. #SamuelEWright #TheLittleMermaid #LittleMermaid #Dinosaur	0.001	0.0391	0.9598	2019-11-20
168635	1428	1428	1428	1196528043377905670	2991238596	0	0	0	1703	1.1962216028469125e+18	retweeted	RT @itslopezz: Almost missed my all time favorite Disney princess anniversary, Happy 30th Ariel🥺❤️ #thelittlemermaid https://t.co/0DXaLgGJAc	0.0046	0.0196	0.9759	2019-11-18
221869	3460	3460	3460	1350193045132595200	1284552284160978944	0	0	0	534	1.3501621738976911e+18	retweeted	"RT @Ripushko: So I got to this funny scene ^^
#genderbend #genderswap #thelittlemermaid #femboy #Disney https://t.co/4yTAahkn5q"	0.0063	0.1834	0.8103	2021-01-15
304286	21582	21582	21582	1574181526123814914	4824605193	0	0	1	1			"A little mermaid, digital 2022 
https://t.co/pjfMkbJJA9
https://t.co/zBeVKxmAUT
#thelittlemermaid #hallebailey #disneylittlemermaid #ariel #littlemermaid #littlemermaidfanart #arielfanart #digitalart #illustration #characterdesign #conceptart #childernsbooks https://t.co/oT0zT2OgTB"	0.0157	0.7448	0.2395	2022-09-25
358107	75403	75403	75403	1571273485799903232	731800813	0	0	0	7689	1.570933037956993e+18	retweeted	"RT @_ladyshalirin: Gorgeous in any outfit 
#Disney #TheLittleMermaid https://t.co/TEQiqFUuZj"	0.0036	0.0467	0.9496	2022-09-17
