,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,author_id,like_count,quote_count,reply_count,retweet_count,referenced_tweet_id,referenced_tweet_type,text
0,0,0,0,9584181507,115903531,0,0,0,0,,,Batman 3 News! http://tinyurl.com/yh65d29 #batman #nolan #bale #ledger #thedarkknight #inception #movies
1,1,1,1,9500281746,115903531,0,0,0,0,,,"Inception ""Movie Preview Review"" http://tinyurl.com/ybkxcub #inception #dicaprio #nolan #thedarkknight"
2,2,2,2,9497143231,36344067,0,0,0,0,,,Just saw the #inception trailer and damn that is a weird one. Jeez.
3,3,3,3,9461476786,115903531,0,0,0,0,,,What's Christopher Nolan's Inception going to be about anyway? Movie Preview Review http://tinyurl.com/ygruvwc #inception #thedarkknight
4,4,4,4,9450656419,63209856,0,0,0,0,,,Top 20 Movies To Check Out In 2010 By Order Of Release...6. Inception..more @www.theesourceblog.com #inception #leonardodicaprio #chrisnolan
5,5,5,5,9333396670,35414170,0,0,0,0,,,@Leonardoringo just showed me LeonardoDiCaprio's latest movie #inception. Bizarre! Can't wait for the movie!
6,6,6,6,9202708683,22559635,0,0,0,0,,,Christopher Nolan's #Inception - Best kept movie plot secret of all time?  http://bit.ly/cQrgAC
7,7,7,7,9164731173,22113803,0,0,0,0,,,"If this movie is as good as the trailer, this might be the film of the year.  http://www.apple.com/trailers/wb/inception/ #inception"
8,8,8,8,8865667433,27907547,0,0,0,0,,,This might be the Blockbuster for 2010 http://www.youtube.com/watch?v=RSyQ3K0xnYg #Inception
9,9,9,9,8742286834,23510238,0,0,0,0,,,RT @slashfilmnews: Leonardo DiCaprio Says #Inception “Didn’t Make Sense to Many of Us When We Were Doing It” http://goo.gl/fb/Nmjl
10,10,10,10,8629304237,53684844,0,0,0,0,,,"Then, of course, we have the 2 highly-anticipated DiCaprio films - #ShutterIsland (http://bit.ly/8p5poV) & #Inception (http://bit.ly/7djpYY)"
11,11,11,11,8593196662,53684844,0,0,0,0,,,"Trailers: Inception, the new film from Christopher Nolan. Watch it now at http://bit.ly/7djpYY #inception"
12,12,12,12,8566419176,16166162,0,0,0,0,,,"(2/2) Most awaited #films '10: Rounding out Top 5: #Inception (Nolan + Leo!). Special mention 2 ""She's Out of My League"" (looks 2 funny!)"
