,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,author_id,like_count,quote_count,reply_count,retweet_count,referenced_tweet_id,referenced_tweet_type,text
0,0,0,0,7244615159,30905755,0,0,0,0,,,#ChristopherNolan's trailer for his #DarkKnight follow-up is here - check out #Inception starring #Leonardo Dicaprio http://bit.ly/8Cr0Oo
1,1,1,1,7237649727,22422014,0,0,0,0,,,#Inception Trailer 2 http://www.youtube.com/watch?v=RSyQ3K0xnYg
2,2,2,2,7205243627,24084951,0,0,0,0,,,"Plus, what could go wrong with Christopher Nolan and Leo DiCaprio teaming up?!? #Inception"
3,3,3,3,7203482774,24691102,0,0,0,0,,,New trailer #Inception http://www.tribute.ca/trailers/Inception/17610
4,4,4,4,7201538538,21589482,0,0,0,0,,,"@sarvsSarv yesyesyesss! and it will happen, unlike all the 'drama' get togethers that have never happened ;P #INCEPTION"
5,5,5,5,7201458449,80657811,0,0,0,0,7201402722.0,replied_to,@riotsteph OMG promise you will go see it with me next summer? #INCEPTION
6,6,6,6,7195685073,18676981,0,0,0,0,,,'Inception' teaser 2. Its big. Nolan is back #inception http://bit.ly/7b8otn
7,7,7,7,7195472161,28984506,0,0,0,0,,,"Inception is gonna be a f*cking good movie, can't wait till it's in the cinema #inception"
8,8,8,8,7194187725,22403597,0,0,0,0,,,looks like #christophernolan will do it again. pretty nice trailer so far #inception
9,9,9,9,7178361628,19078149,0,0,0,0,,,"""Never recreate from your memory. Always imagine new places.""  #Inception"
10,10,10,10,7174551322,39941960,0,0,0,0,,,New #Inception Trailer Is Live! The latest trailer for... http://goo.gl/fb/BH9a #christophernolan #leonardodicaprio
11,11,11,11,7174503788,15694327,0,0,0,0,,,Wow. Wird wild! http://tr.im/IWwE #inception #nolan
12,12,12,12,7173871387,83711166,0,0,0,0,,,Nolan's #Inception trailer infiltrates your mind - http://tinyurl.com/ybgwjsv  #indiefilm  #movietrailers
13,13,13,13,7173723993,14747835,0,0,0,0,,,OMG.. the new #Inception trailer is sick as hell! http://bit.ly/36fVaX CAN NOT WAIT!
14,14,14,14,7171692361,18056995,0,0,0,0,,,@Fandango Inception hands down. No other movie is even close #Inception #Fandango
15,15,15,15,7170977717,19366920,0,0,0,0,,,MUST see this. http://movies.apple.com/movies/wb/inception/inception-tlr2_720p.mov #inception #movie #awesome
16,16,16,16,7168285110,13215132,1,0,0,0,,,Breaking Down Inception's Dream Logic and Water Imagery http://io9.com/5436429/ #inception
17,17,17,17,7168134864,49125896,0,0,0,0,7168042603.0,replied_to,@zenbitch i felt my mind was boggled even more #inception
18,18,18,18,7164898795,27351356,0,0,0,0,7133214988.0,replied_to,@teagone Thanks for the link. You're fully aware how skeptical I can be... I can find nothing about this movie to give me doubts. #Inception
19,19,19,19,7164688314,26771949,0,0,0,0,,,"#Inception trailer looks pretty sweet, hoping they don't give too much away from here on out: http://www.apple.com/trailers/wb/inception/"
20,20,20,20,7164076992,17821424,0,0,0,0,,,INCEPTION international teaser trailer --&gt;http://tinyurl.com/yayls85 #inception
21,21,21,21,7163727127,19529842,0,0,0,0,,,"I have to post it again, because this promising trailer rocks! WATCH IT: http://tr.im/IQYi #Inception #Nolan"
22,22,22,22,7163476651,16411181,0,0,0,0,,,"yeah, so i'll be watching this movie in 2010 for sure http://bit.ly/5qbisn (via @brainpicker) #inception"
23,23,23,23,7162060976,42139811,0,0,0,0,,,What’s the most resilient form of parasite?  An idea. http://www.apple.com/trailers/wb/inception/ #inception - can't wait!
24,24,24,24,7161760502,27635563,0,0,0,0,,,"I dare you not to say ""WTF?!"" after seeing the latest trailer for #Inception: http://bit.ly/2AHdQe"
25,25,25,25,7159907607,34809159,0,0,0,0,,,Whoa! http://www.buzzsugar.com/6830840 #Inception
26,26,26,26,7156740951,20559338,0,0,0,0,,,Inception Trailer 2 (HD) (video) #movies #inception http://bit.ly/77T1Gd
27,27,27,27,7155666747,16925330,0,0,0,0,,,Nolan Floods Your Brain With Dark Surrealism In New Inception Trailer http://io9.com/5435686/ #inception #inception
28,28,28,28,7155461035,16317819,0,0,0,0,,,me likes #Inception http://bit.ly/lDKOc
29,29,29,29,7150475954,30174527,0,0,0,0,,,"I don't understand what's going on in your movie, Chris Nolan, but I am intrigued: http://www.apple.com/trailers/wb/inception/ 
#Inception"
30,30,30,30,7149433282,17985684,0,0,0,0,,,Everyone having kittens over Avatar should head on over to Apple.com and watch Nolan's #Inception trailer in GLORIOUS Quicktime. Yay!
31,31,31,31,7146777481,15370542,0,0,0,0,,,The new trailer for the film #Inception is wicked cool. http://bit.ly/8LVaLl
32,32,32,32,7146405002,19685210,0,0,0,0,,,Yikes. Looks better than I'd hoped! #Inception http://www.apple.com/trailers/wb/inception/ (via @privatelifeofme )
33,33,33,33,7146306135,54658777,0,0,0,0,,,RT @captjohnson a good postmodern fimic narrative; perhaps? judge for yourself: http://bit.ly/2AHdQe #Inception http://bit.ly/64td42
34,34,34,34,7143423776,21575193,0,0,0,0,,,"Also, after seeing the trailers for #Inception and #ClashoftheTitans both are on my must see list."
35,35,35,35,7142204427,45227054,0,0,0,0,,,#Inception This movie will be good (Y) : http://youtu.be/suIIHZqDR30
36,36,36,36,7141066523,22767655,0,0,0,0,,,Nolan Floods Your Brain With Dark Surrealism In New Inception Trailer http://io9.com/5435686/ #inception
37,37,37,37,7137164744,23830661,0,0,0,0,,,Wow that shot of the city folding onto itself on the new #inception trailer is awesome...and mindboggling!
38,38,38,38,7135766047,26868924,0,0,0,0,,,RT @popculturezoo New Article: 'Inception' Trailer #2 http://bit.ly/4RjhV9 Please RT! #inception
39,39,39,39,7135424003,45993461,0,0,0,0,,,"Chris Nolan's ""Inception"" trailer looks good!  http://digg.com/d114P2F I'll be in line to see it. #Inception"
40,40,40,40,7134996970,774154,0,0,0,0,,,OMG Awesome! New trailer for Chris Nolan's #Inception http://www.apple.com/trailers/wb/inception/
41,41,41,41,7134544610,17480824,0,0,0,0,,,New Article: 'Inception' Trailer #2 http://bit.ly/4RjhV9 Please RT! #inception
