,id
0,6.160310353321656e+17
1,6.160279725506601e+17
2,6.160260373448212e+17
3,6.160231406873027e+17
4,6.160215638764462e+17
5,6.160194631970611e+17
6,6.160104979855237e+17
7,6.160093116476293e+17
8,6.160043953235313e+17
9,6.16001950048514e+17
10,6.160005100473139e+17
11,6.159999232643113e+17
12,6.159998832423035e+17
13,6.159989889327718e+17
14,6.15998119260627e+17
15,6.159915687853466e+17
16,6.159907918827151e+17
17,6.1598943864098e+17
18,6.159828691990815e+17
19,6.159827923133153e+17
20,6.159815606012518e+17
21,6.159778447500288e+17
22,6.159776160934134e+17
23,6.159775175942062e+17
24,6.159751344202015e+17
25,6.159720844102861e+17
26,6.159704058876887e+17
27,6.159697547345715e+17
28,6.159687904974602e+17
29,6.159678199314842e+17
30,6.159676004058153e+17
31,6.159668714483835e+17
32,6.159659247686124e+17
33,6.159646259228221e+17
34,6.159630679234724e+17
35,6.15961877617578e+17
36,6.159617807753011e+17
37,6.159604643218678e+17
38,6.159596002574991e+17
39,6.15957784757076e+17
40,6.15957122023424e+17
41,6.159566724737638e+17
42,6.15956377996034e+17
43,6.159559277793812e+17
44,6.159551033805824e+17
45,6.159521300930191e+17
46,6.159518218828104e+17
47,6.159516473915433e+17
48,6.159506896557384e+17
49,6.159505743249613e+17
50,6.159503739672371e+17
51,6.159492060339569e+17
52,6.159467469806019e+17
53,6.159465286670828e+17
54,6.159463642755686e+17
55,6.159461669335286e+17
56,6.159461566197719e+17
57,6.159451240282522e+17
58,6.159439463430676e+17
59,6.159437164324004e+17
60,6.159437037529047e+17
61,6.159433550595973e+17
62,6.159431833363907e+17
63,6.159431371107983e+17
64,6.159425402489405e+17
65,6.159417597223936e+17
66,6.159417287139942e+17
67,6.159382005701919e+17
68,6.159360714283704e+17
69,6.159315257843139e+17
70,6.15930643055276e+17
71,6.15928487199789e+17
72,6.159282391780516e+17
73,6.159275018948731e+17
74,6.159260054972457e+17
75,6.15925830397612e+17
76,6.159188125593805e+17
77,6.15918328264151e+17
78,6.159172808751268e+17
79,6.159171853708206e+17
80,6.159168147034399e+17
81,6.159085682613494e+17
82,6.15907608919167e+17
83,6.159058891663606e+17
84,6.15905822581719e+17
85,6.159057853237617e+17
86,6.159032786652324e+17
87,6.159013935269151e+17
88,6.158973730473984e+17
89,6.15895408259117e+17
90,6.158927934672404e+17
91,6.158921170770289e+17
92,6.158915554513388e+17
93,6.158912433068442e+17
94,6.158911624114627e+17
95,6.158911183713034e+17
96,6.158909747541443e+17
97,6.158909341784146e+17
98,6.158908592261775e+17
99,6.15890712765182e+17
100,6.15887531020673e+17
101,6.158874213312348e+17
102,6.158873242542039e+17
103,6.158856484995973e+17
104,6.158818213398487e+17
105,6.158774716831334e+17
106,6.158763609432187e+17
107,6.158709368692654e+17
108,6.15870657084158e+17
109,6.158667520906445e+17
110,6.158642437918802e+17
111,6.158641418660864e+17
112,6.158632261405082e+17
113,6.15858495292842e+17
114,6.158566154895729e+17
115,6.158562765352919e+17
116,6.158496108257444e+17
117,6.158440992795648e+17
118,6.158437341109002e+17
119,6.158392163254272e+17
120,6.158391809506263e+17
121,6.158347169446461e+17
122,6.158300082133402e+17
123,6.158236060066898e+17
124,6.158216567542497e+17
125,6.158183708065997e+17
126,6.158142764569436e+17
127,6.158027880821187e+17
128,6.15797669764567e+17
129,6.157930206344643e+17
130,6.157896148302193e+17
131,6.157893700171203e+17
132,6.15789311775019e+17
133,6.157886427541053e+17
134,6.157850710023045e+17
135,6.157805407806915e+17
136,6.157789757264404e+17
137,6.157755176864113e+17
138,6.157742822625116e+17
139,6.157718196692173e+17
140,6.15767543807021e+17
141,6.157611872554025e+17
