,Unnamed: 0.1,Unnamed: 0,id,author_id,like_count,quote_count,reply_count,retweet_count,referenced_tweet_id,referenced_tweet_type,text
0,0,0,793238467400478720,16795255,1,0,0,0,,,"""Once, I was a cop. A road warrior searching for a righteous cause."" #madmaxfuryroad #HappyHalloween https://t.co/ZmamzghIVE"
1,1,1,793237382938042369,48308532,1,0,0,0,,,"The black-and-white edition of 
#MadMaxFuryRoad is now available for streaming:
https://t.co/PmkbafDt5Y
via @BrowBeat"
2,2,2,793227000739536896,68573112,0,0,0,0,,,Witness Me!! #halloween #madmaxfuryroad #warboy #shiny #chrome https://t.co/W7wN0lmJqc
3,3,3,793226631062097920,47962830,3,0,0,0,,,"@LaurieKynaston on #MadMaxFuryRoad ""It makes you miss Scrap-Heap Challenge"""
4,4,4,793221472596746240,718921045021995008,3,0,0,1,,,"Mad Max: Fury Road (2015)
#Movie Fan #Art
#MadMaxFuryRoad #madmax #movies #fanart #arts #TomHardy #Amazing #Cinema https://t.co/zYWYWLon4Q"
5,5,5,793211431491559424,27859157,1,0,0,0,,,You Can Now Stream the Black-and-White Version of #MadMaxFuryRoad https://t.co/wZx3JHA2bE
6,6,6,793203651598749697,4065681243,0,0,0,0,,,"What Mel Gibson Thought Of Mad Max: Fury Road https://t.co/4MiIPGSgFO 

#MelGibson #MadMaxFuryRoad #MadMax https://t.co/cIMvJCgfBV"
7,7,7,793174451764490240,22867931,0,0,0,0,,,Michonne and Mad Max at work. #halloweencostume #halloween #madmaxfuryroad #thewalkingdead #twd https://t.co/TI3buQN4Gl
8,8,8,793153628437618690,718467554860253184,1,0,0,0,7.931202213432197e+17,quoted,"I follow a strict 'no political tweet' policy, but this #MadMaxFuryRoad reference is too good to ignore ! https://t.co/qQyFifEkCf"
9,9,9,793141905999728645,726329592412274688,0,0,0,0,,,#MadMaxFuryRoad  #Wasteland sounds like it will be another epic movie cannot wait to hear more 👍
10,10,10,793140021473705985,455141272,1,0,1,0,,,Witness this witness this 😁 #MadMaxFuryRoad https://t.co/cFO4e5yWbw
11,11,11,793125031039557632,13350742,1,0,0,0,,,My daughter can learn more about feminism from  #MadMaxFuryRoad than from this election. https://t.co/VDzHgvum4C
